Areas,Diameters,Counts,Energy,Energy Difference,Limited Diameter,Limited Counts,Limited Energy,Limited Energy Difference,dN_dE,dN_dE_sr_s
1.01610526850582,1.13742929867106,18,18.8395158976423,1.43407912479089,1.4866567888567,8,6.48151293586582,0.296325855295173,26.9973067049149,123037.61170978
1.05844298802689,1.16088391676493,16,17.4054367728514,1.28659626257106,1.50467752910112,6,6.18518708057064,0.273713129633889,21.9207606446407,99901.7444983623
1.10078070754797,1.18387394892008,8,16.1188405102803,1.157242651055,1.52248498360739,10,5.91147395093675,0.253105579533236,39.5092040975211,180059.372805076
1.14311842706904,1.20642595531585,7,14.9615978592253,1.04339999380834,1.54008655082698,5,5.65836837140352,0.234298708440386,21.3402798217822,97256.2593442881
1.18545614659012,1.22856405790984,11,13.918197865417,0.942886429340813,1.55748921112356,14,5.42406966296313,0.217111736540629,64.4829258107845,293874.691817814
1.2277938661112,1.25031024274619,8,12.9753114360762,0.853873976351577,1.57469955912054,11,5.2069579264225,0.201384508087959,54.6218778417429,248933.920342799
1.27013158563227,1.2716846157142,11,12.1214374597246,0.774823432570745,1.59172383290022,10,5.00557341833454,0.186974847300811,53.4831296527906,243744.185713381
1.31246930515335,1.29270562022926,8,11.3466140271538,0.704432657247297,1.60856794042114,5,4.81859857103373,0.173756291174953,28.7759364923689,131143.544777703
1.35480702467442,1.31339022354381,9,10.6421813699065,0.641595202262526,1.6252374834709,7,4.64484227985878,0.161616140055695,43.3125057781217,197392.552018383
1.3971447441955,1.33375407704292,3,10.000586167644,0.585367007570605,1.64173777942976,16,4.48322613980308,0.150453776944052,106.344954078154,484656.833001058
1.43948246371657,1.35381165483118,6,9.41521916007341,0.534939426776567,1.65807388108465,10,4.33277236285903,0.140179214765507,71.3372522219364,325112.620872191
1.48182018323765,1.3735763740997,9,8.88027973329684,0.489617255601789,1.67425059470297,9,4.19259314809352,0.130711837578808,68.8537485717296,313794.293413314
1.52415790275873,1.39306070011792,13,8.39066247769505,0.448800739698394,1.69027249654941,14,4.06188131051472,0.121979307242108,114.773565422965,523069.413234725
1.5664956222798,1.41227623818471,13,7.94186173799666,0.411970766838623,1.70614394800659,11,3.93990200327261,0.113916611616796,96.5618608548756,440071.332733094
1.60883334180088,1.43123381446544,7,7.52989097115804,0.378676621867463,1.72186910944115,8,3.82598539165581,0.106465234160964,75.1419001991288,342451.93570188
1.65117106132195,1.44994354731398,8,7.15121434929057,0.348525815272831,1.73745195294023,6,3.71952015749485,0.0995724278924719,60.2576448821695,274618.383033314
1.69350878084303,1.4684149104138,2,6.80268853401774,0.321175598151928,1.75289627402877,11,3.61994772960238,0.0931905793036627,118.037682372983,537945.310236649
1.7358465003641,1.4866567888567,8,6.48151293586582,0.296325855295173,1.76820570246566,18,3.52675715029871,0.0872766499814643,206.24072995266,939922.160681212
1.77818421988518,1.50467752910112,6,6.18518708057064,0.273713129633889,1.7833837122056,18,3.43948050031725,0.0817916855040397,220.071268724631,1002953.50220585
1.82052193940626,1.52248498360739,10,5.91147395093675,0.253105579533236,1.79843363060425,14,3.35768881481321,0.0767003827109001,182.528424307463,831855.623281532
1.86285965892733,1.54008655082698,5,5.65836837140352,0.234298708440386,1.81335864693571,12,3.28098843210231,0.0719707077273086,166.734500450754,759876.344307681
1.90519737844841,1.55748921112356,14,5.42406966296313,0.217111736540629,1.82816182028415,11,3.209017724375,0.067573558207576,162.785567191972,741879.463275346
