Areas,Diameters,Counts,Energy,Energy Difference,Limited Diameter,Limited Counts,Limited Energy,Limited Energy Difference,dN_dE,dN_dE_sr_s
1.01610526850582,1.13742929867106,14,18.7258811702234,1.32826062944179,1.4866567888567,7,7.27679331534097,0.274655715794943,25.486453029895,116152.042350984
1.05844298802689,1.16088391676493,6,17.3976205407816,1.19171763774336,1.50467752910112,11,7.00213759954603,0.253705884980597,43.3572914591289,197596.65842389
1.10078070754797,1.18387394892008,4,16.2059029030382,1.07195356680557,1.52248498360739,13,6.74843171456543,0.234613094290365,55.4103769839494,252527.428849136
1.14311842706904,1.20642595531585,13,15.1339493362326,0.966545765281621,1.54008655082698,11,6.51381862027507,0.217188011553418,50.6473627219269,230820.452455369
1.18545614659012,1.22856405790984,12,14.167403570951,0.873475324173725,1.55748921112356,14,6.29663060872165,0.201263257224541,69.5606351256691,317015.860449504
1.2277938661112,1.25031024274619,5,13.2939282467773,0.791050718149194,1.57469955912054,5,6.09536735149711,0.186690542333781,26.7822886874504,122057.687910989
1.27013158563227,1.2716846157142,2,12.5028775286281,0.717847588473743,1.59172383290022,13,5.90867680916333,0.173338221482704,74.9978849950133,341795.600351175
1.31246930515335,1.29270562022926,3,11.7850299401544,0.652660903925186,1.60856794042114,7,5.73533858768062,0.161089194602374,43.4541870873371,198038.250869024
1.35480702467442,1.31339022354381,6,11.1323690362292,0.594466693011583,1.6252374834709,15,5.57424939307825,0.149839102741904,100.107380019736,456229.69308673
1.3971447441955,1.33375407704292,7,10.5379023432176,0.542391234999704,1.64173777942976,14,5.42441029033634,0.139494772529618,100.362183801744,457390.936655786
1.43948246371657,1.35381165483118,7,9.99551110821788,0.495686105950632,1.65807388108465,13,5.28491551780673,0.129972871584538,100.020872367542,455835.442836625
1.48182018323765,1.3735763740997,6,9.49982500226725,0.453707852269361,1.67425059470297,15,5.15494264622219,0.121198743399234,123.763659418393,564040.896291683
1.52415790275873,1.39306070011792,5,9.04611714999789,0.415901345134417,1.69027249654941,9,5.03374390282295,0.113105395340131,79.5718009113105,362640.77934083
1.5664956222798,1.41227623818471,8,8.63021580486347,0.381786080544872,1.70614394800659,9,4.92063850748282,0.105632617632854,85.2009559327705,388295.108395011
1.60883334180088,1.43123381446544,8,8.2484297243186,0.350944850047611,1.72186910944115,9,4.81500588984997,0.0987262146895711,91.1611979482762,415458.334372164
1.65117106132195,1.44994354731398,12,7.89748487427099,0.323014329715924,1.73745195294023,7,4.7162796751604,0.0923373330292367,75.8089904739136,345492.135048484
1.69350878084303,1.4684149104138,5,7.57447054455507,0.297677229214095,1.75289627402877,10,4.62394234213116,0.0864218724491224,115.711448000471,527343.722285697
1.7358465003641,1.4866567888567,7,7.27679331534097,0.274655715794943,1.76820570246566,10,4.53752046968204,0.0809399691153931,123.54835453104,563059.665111147
1.77818421988518,1.50467752910112,11,7.00213759954603,0.253705884980597,1.7833837122056,13,4.45658050056664,0.0758555409219381,171.378383727803,781040.392770455
